"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018/2019","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","11460","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","11460","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","15960","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","16590","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","17265","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","8940","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","22846","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","23337","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","24251","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","20881","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","21207","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","21628","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","22146","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","21897","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","21184","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","20987","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","20681","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","20138","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","19284","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","18886","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","19128","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","20084","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2008/2009","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2009/2010","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2010/2011","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2011/2012","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2012/2013","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2015/2016","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","14073","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","12216","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","12715","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","15312","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","15632","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","15948","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","16420","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2024/2025","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2006/2007","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2009/2010","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2010/2011","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2011/2012","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2012/2013","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2013/2014","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2015/2016","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13998","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","14274","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","14838","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","15580","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","8940","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","9884","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","10034","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","10624","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","11948","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13998","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","14274","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","14838","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","15580","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","8940","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","9884","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","10034","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","10624","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","11948","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13998","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","14274","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","14838","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","15580","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2024/2025","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2006/2007","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","8940","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","9884","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","10034","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","10624","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","11948","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13998","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","14274","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","14838","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","15580","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","8940","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","9884","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","10034","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","10624","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","11948","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","13998","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","14274","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","14838","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","15580","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","8940","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","9884","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","10034","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","10624","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","11948","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","13998","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","14274","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","14838","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","15580","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","","..","","","0"
"2009/2010","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","9884","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","10034","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","10624","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","","..","","","0"
"2013/2014","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","","..","","","0"
"2015/2016","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","","..","","","0"
"2016/2017","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","13998","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","14274","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","14838","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","15580","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2024/2025","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13998","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","14274","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","14838","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","15580","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2024/2025","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2024/2025","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2007/2008","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","8940","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","9884","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","10034","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","10624","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","11948","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","13860","","","","0"
